threshold,tp,fp,fn,precision,recall,f1
0.9716892838,626,496,205,0.5579322638,0.7533092659,0.6410650282
0.9716633558,626,497,205,0.5574354408,0.7533092659,0.6407369498
0.9716547132,627,497,204,0.5578291815,0.7545126354,0.6414322251
0.9715865254,627,498,204,0.5573333333,0.7545126354,0.6411042945
0.9715546966,628,498,203,0.5577264654,0.7557160048,0.6417986714
0.9715534449,628,499,203,0.5572315883,0.7557160048,0.6414708887
0.9715226889,628,500,203,0.5567375887,0.7557160048,0.6411434405
0.9714775085,628,501,203,0.5562444641,0.7557160048,0.6408163265
0.9714767933,629,501,202,0.5566371681,0.7569193742,0.6415094340
0.9714358449,629,502,202,0.5561450044,0.7569193742,0.6411824669
0.9713376760,630,502,201,0.5565371025,0.7581227437,0.6418746816
0.9713326097,630,503,201,0.5560458959,0.7581227437,0.6415478615
0.9712622166,631,503,200,0.5564373898,0.7593261131,0.6422391858
0.9712575674,632,503,199,0.5568281938,0.7605294826,0.6429298067
0.9711767435,632,504,199,0.5563380282,0.7605294826,0.6426029487
0.9711587429,632,505,199,0.5558487247,0.7605294826,0.6422764228
0.9711333513,632,506,199,0.5553602812,0.7605294826,0.6419502285
0.9710739851,633,506,198,0.5557506585,0.7617328520,0.6426395939
0.9710723758,634,506,197,0.5561403509,0.7629362214,0.6433282598
0.9710619450,634,507,197,0.5556529360,0.7629362214,0.6430020284
0.9710167646,635,507,196,0.5560420315,0.7641395909,0.6436898125
0.9709593058,635,508,196,0.5555555556,0.7641395909,0.6433637285
0.9709011316,636,508,195,0.5559440559,0.7653429603,0.6440506329
0.9708831310,637,508,194,0.5563318777,0.7665463297,0.6447368421
0.9708638191,638,508,193,0.5567190227,0.7677496992,0.6454223571
0.9708333611,638,509,193,0.5562336530,0.7677496992,0.6450960566
0.9708299637,638,510,193,0.5557491289,0.7677496992,0.6447700859
0.9707480669,639,510,192,0.5561357702,0.7689530686,0.6454545455
0.9707474113,639,511,192,0.5556521739,0.7689530686,0.6451287229
0.9706923962,640,511,191,0.5560382276,0.7701564380,0.6458123108
0.9706647396,640,512,191,0.5555555556,0.7701564380,0.6454866364
0.9706553221,640,513,191,0.5550737207,0.7701564380,0.6451612903
0.9705913067,641,513,190,0.5554592721,0.7713598075,0.6458438287
0.9705858827,641,514,190,0.5549783550,0.7713598075,0.6455186304
0.9705672860,642,514,189,0.5553633218,0.7725631769,0.6462003020
0.9705077410,643,514,188,0.5557476232,0.7737665463,0.6468812877
0.9703777432,643,515,188,0.5552677029,0.7737665463,0.6465560583
0.9703736901,644,515,187,0.5556514236,0.7749699158,0.6472361809
0.9703474641,645,515,186,0.5560344828,0.7761732852,0.6479156203
0.9702755809,645,516,186,0.5555555556,0.7761732852,0.6475903614
0.9702632427,645,517,186,0.5550774527,0.7761732852,0.6472654290
0.9702343345,646,517,185,0.5554600172,0.7773766546,0.6479438315
0.9702180624,647,517,184,0.5558419244,0.7785800241,0.6486215539
0.9701716900,648,517,183,0.5562231760,0.7797833935,0.6492985972
0.9701398015,649,517,182,0.5566037736,0.7809867629,0.6499749624
0.9701111317,649,518,182,0.5561268209,0.7809867629,0.6496496496
0.9700796008,649,519,182,0.5556506849,0.7809867629,0.6493246623
0.9700446129,650,519,181,0.5560307956,0.7821901324,0.6500000000
0.9699860215,650,520,181,0.5555555556,0.7821901324,0.6496751624
0.9699302912,650,521,181,0.5550811272,0.7821901324,0.6493506494
0.9697306156,651,521,180,0.5554607509,0.7833935018,0.6500249626
0.9697247744,651,522,180,0.5549872123,0.7833935018,0.6497005988
0.9697068334,652,522,179,0.5553662692,0.7845968712,0.6503740648
0.9697017074,652,523,179,0.5548936170,0.7845968712,0.6500498504
0.9696608782,653,523,178,0.5552721088,0.7858002407,0.6507224714
